SiteCode|BSCName|SiteName|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|Swap Status|MBU#|RBU
PPL3923|SGD161E|PPL3923|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
PPL4965|SGD161E|PPL4965|Ericsson|Mianwali|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
PPL7909|SGD161E|PPL7909|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
PPL8489|SGD161E|PPL8489|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
PPW3212|GUJ002H__Ferozeabad_GUJ_2|PPW3212__S_KhanWali|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
PRG2532|ISB006H__I10_ISB_6|PRG2532__S_AlochBazaar|Huawei|PURAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16||79|North
PRL5732|SUK313Z|PRL5732|ZTE|PIRVALO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||65|South
PRL5827|SUK313Z|PRL5827|ZTE|PIRVALO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||65|South
PRM8776|RWD543H__FRF_11|PRM8776__S_Chak60|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||20|Central-I
PRM8777|RWD543H__FRF_11|PRM8777__S_Ghuniakey|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||#N/A|Central-I
PRO0077|HYD311H__HYDMGW_1|PRO0077__S_Pangrio City|Huawei|Pangirio|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||78|South
PRW0698|ISB003H__I10_ISB_3|PRW0698__S_Gul_Imam|Huawei|Islamabad|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
PRW2928|ISB003H__I10_ISB_3|PRW2928__H_Pirwana|Huawei|Pirwana|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
Psh0014|PSH002H__KohatRd_MGW_2|PSH0014__H_himmedicalhastnagr|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0017|PSH002H__KohatRd_MGW_2|PSH0017__H_CityTower|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0032|PSH002H__KohatRd_MGW_2|PSH0032__P_QilaBalahisarGoldenPlaza|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0037|PSH003H__KohatRdPSH1_3|PSH0037__HyatabadIndustrial|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0073|PSH002H__KohatRd_MGW_2|PSH0073__S_StateLife_Building|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0078|PSH002H__KohatRd_MGW_2|PSH0078__P_AkoonaAbad|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0090|PSH002H__KohatRd_MGW_2|PSH0090__H_DabgariGarden_AB|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0094|PSH002H__KohatRd_MGW_2|PSH0094__S_Baber_Road_Flats|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0130|PSH002H__KohatRd_MGW_2|PSH0130__S_PeshawarCantt|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0132|PSH002H__KohatRd_MGW_2|PSH0132__S_UniversityOutskirt|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0198|PSH002H__KohatRd_MGW_2|PSH0198__H_Warsak|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0271|PSH002H__KohatRd_MGW_2|PSH0271__P_AlQasimHotel|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0272|PSH002H__KohatRd_MGW_2|PSH0272__QissaKhawaniBazar|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0319|PSH002H__KohatRd_MGW_2|PSH0319__H_KohatRoad|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0383|PSH002H__KohatRd_MGW_2|PSH0383__P_Gulbahar|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0566|PSH002H__KohatRd_MGW_2|PSH0566__H_Tehkaal|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0705|PSH002H__KohatRd_MGW_2|PSH0705__S_Kakshal2|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0706|PSH002H__KohatRd_MGW_2|PSH0706__H_BusStand|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0834|PSH002H__KohatRd_MGW_2|PSH0834__P_kandarTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH0838|PSH003H__KohatRdPSH1_3|PSH0838__H_SportsComplex|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0839|PSH002H__KohatRd_MGW_2|PSH0839__P_ltanColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH0840|PSH003H__KohatRdPSH1_3|PSH0840__P_atabadSC|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1000|PSH002H__KohatRd_MGW_2|PSH1000__S_BaghbanDheri|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1002|PSH002H__KohatRd_MGW_2|PSH1002__S_GarhiArbab|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1003|PSH002H__KohatRd_MGW_2|PSH1003__H_GeneralBusStand|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1005|PSH002H__KohatRd_MGW_2|PSH1005__P_SethiTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1006|PSH002H__KohatRd_MGW_2|PSH1006__P_TnTColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1007|PSH002H__KohatRd_MGW_2|PSH1007__Q_jabad|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1008|PSH002H__KohatRd_MGW_2|PSH1008__S_Zargarabad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1024|PSH002H__KohatRd_MGW_2|PSH1024__TehsilWaterTank|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1046|PSH002H__KohatRd_MGW_2|PSH1046__P_AcademyTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1047|PSH002H__KohatRd_MGW_2|PSH1047__Paoka|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1049|PSH002H__KohatRd_MGW_2|PSH1049__S_BaraGate|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1051|PSH002H__KohatRd_MGW_2|PSH1051__QilaBalaHisar|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1116|PSH002H__KohatRd_MGW_2|PSH1116__P_ZaryabColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1178|PSH002H__KohatRd_MGW_2|PSH1178__S_WapdaColony|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1261|PSH002H__KohatRd_MGW_2|PSH1261__S_ForestCollege|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1262|PSH002H__KohatRd_MGW_2|PSH1262__S_ArmyStadium|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1264|PSH002H__KohatRd_MGW_2|PSH1264__P_ShaheedColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1265|PSH002H__KohatRd_MGW_2|PSH1265__H_Jamshidabad|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1266|PSH002H__KohatRd_MGW_2|PSH1266__RingRoad|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1268|PSH002H__KohatRd_MGW_2|PSH1268__NadiaPayan|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1269|PSH002H__KohatRd_MGW_2|PSH1269__P_rdarAhmedJanColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1270|PSH002H__KohatRd_MGW_2|PSH1270__H_AkhoonAbad|Huawei|PESHAWAR|Huawei OMC|Hub|Hub|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1272|PSH002H__KohatRd_MGW_2|PSH1272__S_GovtEmployeeColony|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1274|PSH002H__KohatRd_MGW_2|PSH1274__S_PCPeshawar|Huawei|PESHAWAR|ZTE OMC|Silver|Silver|Micro/Mini|North|North II|North 2|HNL|R1|18||7|North
PSH1275|PSH002H__KohatRd_MGW_2|PSH1275__P_PadriPura|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1276|PSH002H__KohatRd_MGW_2|PSH1276__S_Gulabad2|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1277|PSH002H__KohatRd_MGW_2|PSH1277__S_ThekalPayan|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1280|PSH002H__KohatRd_MGW_2|PSH1280__P_yedabad|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1282|PSH002H__KohatRd_MGW_2|PSH1282__P_SaddiqueAbadColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1283|PSH002H__KohatRd_MGW_2|PSH1283__S_Gharibabad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1284|PSH002H__KohatRd_MGW_2|PSH1284_S__SirkiGate|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1286|PSH003H__KohatRdPSH1_3|PSH1286__S_LaborColony|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1289|PSH002H__KohatRd_MGW_2|PSH1289__P_KhilwatRoad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1293|PSH002H__KohatRd_MGW_2|PSH1293__S_Gulabad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1354|PSH002H__KohatRd_MGW_2|PSH1354__P_FaisalColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1365|PSH002H__KohatRd_MGW_2|PSH1365__P_GulzarGarhi|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1366|PSH002H__KohatRd_MGW_2|PSH1366__S_Khaistaabad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1367|PSH002H__KohatRd_MGW_2|PSH1367__P_dinaColony|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1440|PSH002H__KohatRd_MGW_2|PSH1440__P_ahNawazTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1442|PSH002H__KohatRd_MGW_2|PSH1442__S_TehkalBala|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1443|PSH002H__KohatRd_MGW_2|PSH1443__P_Gulberg2|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1533|PSH002H__KohatRd_MGW_2|PSH1533__RasheedGarhi|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1550|PSH002H__KohatRd_MGW_2|PSH1550__S_LalazaarColony|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1551|PSH002H__KohatRd_MGW_2|PSH1551__S_MussaliGarhi|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1587|PSH002H__KohatRd_MGW_2|PSH1587__P_aheenTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1684|PSH002H__KohatRd_MGW_2|PSH1684__P_rdarColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1685|PSH002H__KohatRd_MGW_2|PSH1685__S_GhariRahimDad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1686|PSH003H__KohatRdPSH1_3|PSH1686__S_ShamaPlaza2|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1699|PSH002H__KohatRd_MGW_2|PSH1699__P_CanalTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1715|PSH002H__KohatRd_MGW_2|PSH1715__P_DTCRoffTop_PSH|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1720|PSH002H__KohatRd_MGW_2|PSH1720__S_GulistanClnyNothiaJad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1721|PSH002H__KohatRd_MGW_2|PSH1721__S_Gulberg4|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1722|PSH002H__KohatRd_MGW_2|PSH1722__NasirBagh2|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1723|PSH002H__KohatRd_MGW_2|PSH1723__S_LandhiArbab|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1724|PSH003H__KohatRdPSH1_3|PSH1724__P_Wazirdhand|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1727|PSH002H__KohatRd_MGW_2|PSH1727__S_JanTown|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1854|PSH002H__KohatRd_MGW_2|PSH1854__P_EidgahRd|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1855|PSH002H__KohatRd_MGW_2|PSH1855__S_GharibAbad2|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1856|PSH002H__KohatRd_MGW_2|PSH1856__S_BhattaArbab|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1857|PSH002H__KohatRd_MGW_2|PSH1857__S_LadyreadingHospital|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1858|PSH002H__KohatRd_MGW_2|PSH1858__P_KhalilTown|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1907|PSH003H__KohatRdPSH1_3|PSH1907__P_D4Phase1|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1909|PSH003H__KohatRdPSH1_3|PSH1909__P_CNGRingRd|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1911|PSH003H__KohatRdPSH1_3|PSH1911__S_ase2Canal|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1912|PSH003H__KohatRdPSH1_3|PSH1912__S_Phase2|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1915|PSH003H__KohatRdPSH1_3|PSH1915__S_F2Phase6|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1917|PSH003H__KohatRdPSH1_3|PSH1917__S_yatabad13|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1918|PSH003H__KohatRdPSH1_3|PSH1918__S_E4Phase7|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1919|PSH003H__KohatRdPSH1_3|PSH1919__S_E6Phase7|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH1947|PSH002H__KohatRd_MGW_2|PSH1947__S_HashtnagriBazarGulbahar|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH1955|PSH003H__KohatRdPSH1_3|PSH1955__Q_taraPark|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2168|PSH002H__KohatRd_MGW_2|PSH2168__NazirabadRingroad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2276|PSH003H__KohatRdPSH1_3|PSH2276__S_HayatabadSDAoffice|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2422|PSH002H__KohatRd_MGW_2|PSH2422__S_Tehkal_Offload|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2582|PSH002H__KohatRd_MGW_2|PSH2582__S_PCrooftop|Huawei|PESHAWAR|ZTE OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2634|PSH002H__KohatRd_MGW_2|PSH2634__S_Murshadabad|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2640|PSH002H__KohatRd_MGW_2|PSH2640__S_LahoriGate|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2641|PSH002H__KohatRd_MGW_2|PSH2641__P_AfghanColony|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||7|North
PSH2668|PSH002H__KohatRd_MGW_2|PSH2668__P_ChughalPura|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2754|PSH002H__KohatRd_MGW_2|PSH2754__S_HsakhawaniBazarAoffload|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2770|PSH002H__KohatRd_MGW_2|PSH2770__P_DehBahadur|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2948|PSH002H__KohatRd_MGW_2|PSH2948__S_MuhallahSharifabadno2|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2949|PSH002H__KohatRd_MGW_2|PSH2949__S_RamdaBazar|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH2973|PSH002H__KohatRd_MGW_2|PSH2973__S_Yakatut|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||6|North
PSH7007|PSH003H__KohatRdPSH1_3|PSH7007__Q_HayatabadSSPlaza|Huawei|PESHAWAR|Huawei OMC|Platinum|Platinum|Micro/Mini|North|North II|North 2|HNL|R1|18||7|North
PSH7080|PSH002H__KohatRd_MGW_2|PSH7080__Q_Bilour|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Micro/Mini|North|North II|North 2|HNL|R1|18||6|North
PSH7081|PSH002H__KohatRd_MGW_2|PSH7081__S_Greens|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Micro/Mini|North|North II|North 2|HNL|R1|18||6|North
PSH7082|PSH002H__KohatRd_MGW_2|PSH7082__Q_Azeem|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Micro/Mini|North|North II|North 2|HNL|R1|18||6|North
PSH7083|PSH002H__KohatRd_MGW_2|PSH7083__S_LiaqatbazaarChowk|Huawei|PESHAWAR|Huawei OMC|Silver|Silver|Micro/Mini|North|North II|North 2|HNL|R1|18||6|North
