SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
LHR0767|ULHR204H__RNC_FRF_3|ULHR0767__MuslimColonySamanab|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR0769|ULHR204H__RNC_FRF_3|ULHR0769__S_EikMorianew|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR0770|"
ULHR201H__RNC_FRF_1"|ULHR0770__LBlkModelTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR0771|ULHR204H__RNC_FRF_3|ULHR0771__IslamiaPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR0772|ULHR204H__RNC_FRF_3|ULHR0772__FatheabadWahat|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR0773|ULHR204H__RNC_FRF_3|ULHR0773__Gawalmandi|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR0774|"
ULHR201H__RNC_FRF_1"|ULHR0774__URevenueSocietyLhr|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR0775|"
ULHR201H__RNC_FRF_1"|ULHR0775__CBlkWaterTank|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR0776|"
ULHR201H__RNC_FRF_1"|ULHR0776__BbBlkWaterTank|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR0781|ULHR204H__RNC_FRF_3|ULHR0781__UPirGhaziLHR|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR0782|ULHR204H__RNC_FRF_3|ULHR0782__S_OmerMrktLitten|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR0784|ULHR204H__RNC_FRF_3|ULHR0784__HussainAbad|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR0791|"
ULHR201H__RNC_FRF_1"|ULHR0791__S_DHAPhaseVIII|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR0797|ULHR204H__RNC_FRF_3|ULHR0797__UJBlkJoharTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR0808|ULHR204H__RNC_FRF_3|ULHR0808__QilaGujarSingh|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR0815|"
ULHR201H__RNC_FRF_1"|ULHR0815__GardenTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|16|Central-I
LHR0822|"
ULHR201H__RNC_FRF_1"|ULHR0822__CblkGulberg|6|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR0824|ULHR204H__RNC_FRF_3|ULHR0824__S_MustaafaTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR0827|"
ULHR201H__RNC_FRF_1"|ULHR0827__S_LehngaSinghwala|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|3|17|Central-I
LHR0835|"
ULHR201H__RNC_FRF_1"|ULHR0835__ModelTownDE|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|#N/A|Central-I
LHR0960|"
ULHR201H__RNC_FRF_1"|ULHR0960__AlliedBankHO|2|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Micro/Mini|Center I|Center I|Central 1|Huawei|R1|5|16|Central-I
LHR0979|"
ULHR201H__RNC_FRF_1"|ULHR0979__CokeHeadOfficeMini|1|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Micro/Mini|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR2826|ULHR204H__RNC_FRF_3|ULHR2826__S_MevaMandi|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR2832|ULHR204H__RNC_FRF_3|ULHR2832__S_SandaKalan|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR2846|"
ULHR201H__RNC_FRF_1"|ULHR2846__ModelColony_2|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3002|ULHR204H__RNC_FRF_3|ULHR3002__S_AndroonLohari|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3003|ULHR204H__RNC_FRF_3|ULHR3003__UBabarMktAnarkali|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3004|ULHR204H__RNC_FRF_3|ULHR3004__S_ChinaScheme|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3005|"
ULHR201H__RNC_FRF_1"|ULHR3005__UMainCSD|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3008|"
ULHR201H__RNC_FRF_1"|ULHR3008__EBlkMdl|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3012|ULHR204H__RNC_FRF_3|ULHR3012__LBlkJoharTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3013|"
ULHR201H__RNC_FRF_1"|ULHR3013__MBlk|6|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3015|"
ULHR201H__RNC_FRF_1"|ULHR3015__PCHSnearAADHA|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3016|ULHR204H__RNC_FRF_3|ULHR3016__PCSIR|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3017|"
ULHR201H__RNC_FRF_1"|ULHR3017__OldFCC|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3021|"
ULHR201H__RNC_FRF_1"|ULHR3021__EdenCottages|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3022|"
ULHR201H__RNC_FRF_1"|ULHR3022__ShamsPlaza|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3024|"
ULHR201H__RNC_FRF_1"|ULHR3024__S_WapdaTwnComMkt|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3025|"
ULHR201H__RNC_FRF_1"|ULHR3025__S_Nespak|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3028|"
ULHR201H__RNC_FRF_1"|ULHR3028__NisarColony|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3029|ULHR204H__RNC_FRF_3|ULHR3029__S_Daroghaywala|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3032|ULHR204H__RNC_FRF_3|ULHR3032__GulshaneraviLHR|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3034|ULHR204H__RNC_FRF_3|ULHR3034__S_WafaqiColony|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3035|"
ULHR201H__RNC_FRF_1"|ULHR3035__H_CCTownship|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3036|ULHR204H__RNC_FRF_3|ULHR3036__MayoGarden|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3038|"
ULHR201H__RNC_FRF_1"|ULHR3038__GardenBlock|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|5|16|Central-I
LHR3039|"
ULHR201H__RNC_FRF_1"|ULHR3039__Packages|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3041|"
ULHR201H__RNC_FRF_1"|ULHR3041__AurangzebBlkGarden|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|16|Central-I
LHR3042|"
ULHR201H__RNC_FRF_1"|ULHR3042__P_PIASociety|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3043|"
ULHR201H__RNC_FRF_1"|ULHR3043__ShahKamal|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3044|"
ULHR201H__RNC_FRF_1"|ULHR3044__UQainchiFerozpur|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3045|"
ULHR201H__RNC_FRF_1"|ULHR3045__A1Township|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3046|"
ULHR201H__RNC_FRF_1"|ULHR3046__CavalryBridge|6|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3048|ULHR204H__RNC_FRF_3|ULHR3048__Shahjamal|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3050|ULHR204H__RNC_FRF_3|ULHR3050__ScootchCorner|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3055|"
ULHR201H__RNC_FRF_1"|ULHR3055__KBlkMdl|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3057|ULHR204H__RNC_FRF_3|ULHR3057__S_LalPulTajpura|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3059|"
ULHR201H__RNC_FRF_1"|ULHR3059__PoloGroundSarwarRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3060|ULHR204H__RNC_FRF_3|ULHR3060__NizamBlkAIT|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3062|"
ULHR201H__RNC_FRF_1"|ULHR3062__UCanttRailwayStation|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|18|Central-I
LHR3063|"
ULHR201H__RNC_FRF_1"|ULHR3063__WaltonAskari|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|17|Central-I
LHR3118|ULHR204H__RNC_FRF_3|ULHR3118__ShehzadaStreet|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3119|ULHR204H__RNC_FRF_3|ULHR3119__S_TajGhaziPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3120|ULHR204H__RNC_FRF_3|ULHR3120__S_AhmedParkBundRd|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3122|ULHR204H__RNC_FRF_3|ULHR3122__P_imberMktRaviRd|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3123|ULHR204H__RNC_FRF_3|ULHR3123__S_DataNagarSabzi|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3124|ULHR204H__RNC_FRF_3|ULHR3124__S_KhokharRdFarooq|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3125|ULHR204H__RNC_FRF_3|ULHR3125__S_StarletBundRoad|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3126|ULHR204H__RNC_FRF_3|ULHR3126__S_KasurPuraRaviRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3127|ULHR204H__RNC_FRF_3|ULHR3127__S_NabiParkRaviRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3128|ULHR204H__RNC_FRF_3|ULHR3128__P_ChowkSaheenDalwala|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3129|ULHR204H__RNC_FRF_3|ULHR3129__S_GulistanClny|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3130|ULHR204H__RNC_FRF_3|ULHR3130__P_MalikHotelLarriAdda|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3132|ULHR204H__RNC_FRF_3|ULHR3132__S_TajPura|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3133|ULHR204H__RNC_FRF_3|ULHR3133__S_MakhanPuraChmera|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3135|ULHR204H__RNC_FRF_3|ULHR3135__S_Kotkhawajasaeed|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3137|ULHR204H__RNC_FRF_3|ULHR3137__S_SheranwalaGate|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3141|ULHR204H__RNC_FRF_3|ULHR3141__S_GujarPura|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3143|ULHR204H__RNC_FRF_3|ULHR3143__S_PoliceStationMisri|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3148|ULHR204H__RNC_FRF_3|ULHR3148__S_ChdryPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3156|ULHR204H__RNC_FRF_3|ULHR3156__QasimStBaghbanpura|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3157|ULHR204H__RNC_FRF_3|ULHR3157__S_SukhneharStop|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3158|ULHR204H__RNC_FRF_3|ULHR3158__S_PostOfficeDaroghwal|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3159|ULHR204H__RNC_FRF_3|ULHR3159__S_AbdullahChwkSalamat|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3160|ULHR204H__RNC_FRF_3|ULHR3160__S_BismillahParkDar|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3161|ULHR204H__RNC_FRF_3|ULHR3161__S_RashhedPuraBagh|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3162|ULHR204H__RNC_FRF_3|ULHR3162__S_GoldenNursery|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3163|ULHR204H__RNC_FRF_3|ULHR3163__S_UETgate2|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3166|ULHR204H__RNC_FRF_3|ULHR3166__S_18RatingonRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3167|ULHR204H__RNC_FRF_3|ULHR3167__S_MunshiHospital|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3169|ULHR204H__RNC_FRF_3|ULHR3169__S_MuhammadiHospital|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|21|Central-I
LHR3174|ULHR204H__RNC_FRF_3|ULHR3174__S_GermanTechInst|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3177|ULHR204H__RNC_FRF_3|ULHR3177__S_FatehGarh|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3180|ULHR204H__RNC_FRF_3|ULHR3180__MughalpuraRailways|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3183|ULHR204H__RNC_FRF_3|ULHR3183__IqbalRdGarhi|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3186|ULHR204H__RNC_FRF_3|Ulhr3186__HameedPura|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3189|ULHR204H__RNC_FRF_3|ULHR3189__S_MainBazarSanda|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR3190|ULHR204H__RNC_FRF_3|ULHR3190__S_Karamelahipark_PW|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR3197|ULHR204H__RNC_FRF_3|ULHR3197__S_Ghaziabad|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3198|ULHR204H__RNC_FRF_3|ULHR3198__S_AyyazTown|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3199|ULHR204H__RNC_FRF_3|ULHR3199__UZararShaheedAskari|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3227|ULHR204H__RNC_FRF_3|ULHR3227__S_BlkGulshanRavi|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|15|Central-I
LHR3228|ULHR204H__RNC_FRF_3|ULHR3228__S_YaqoobColony|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3229|ULHR204H__RNC_FRF_3|ULHR3229__NewMuslimPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3230|ULHR204H__RNC_FRF_3|ULHR3230__KhudaBaksh|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3237|ULHR204H__RNC_FRF_3|ULHR3237__UChowkAashiqabad|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3247|ULHR204H__RNC_FRF_3|ULHR3247__GhosiaWahdatRd|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3250|ULHR204H__RNC_FRF_3|ULHR3250__NizamBlk|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3254|ULHR204H__RNC_FRF_3|ULHR3254__RasoolParkMultan|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
LHR3312|"
ULHR201H__RNC_FRF_1"|ULHR3312__CBlkFaisalTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3313|"
ULHR201H__RNC_FRF_1"|ULHR3313__PBlkModelTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3314|"
ULHR201H__RNC_FRF_1"|ULHR3314__NBlkModelTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3315|"
ULHR201H__RNC_FRF_1"|ULHR3315__ECHB3Link_Road|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3316|"
ULHR201H__RNC_FRF_1"|ULHR3316__LiaqatabadMdlTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3318|"
ULHR201H__RNC_FRF_1"|ULHR3318__PuraniAbadiKot|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3319|ULHR204H__RNC_FRF_3|ULHR3319__S_AzeemParkShadBagh|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3320|ULHR204H__RNC_FRF_3|ULHR3320__S_DaroghaywalaBund|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3321|ULHR204H__RNC_FRF_3|ULHR3321__S_SaifPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|19|Central-I
LHR3322|ULHR204H__RNC_FRF_3|ULHR3322__S_QilaKhazana|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3323|ULHR204H__RNC_FRF_3|ULHR3323__S_AfshanParkMominpura|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3324|ULHR204H__RNC_FRF_3|ULHR3324__S_PathaStopSalamatPur|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|6|18|Central-I
LHR3397|ULHR204H__RNC_FRF_3|ULHR3397__PMadinaClny|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3423|"
ULHR201H__RNC_FRF_1"|ULHR3423__UPU_SHAHDIKHUI|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3465|ULHR204H__RNC_FRF_3|ULHR3465__UHBlockJoharTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3466|ULHR204H__RNC_FRF_3|ULHR3466__UEIIJoharTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3467|"
ULHR201H__RNC_FRF_1"|ULHR3467__S_RevenueHousing|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3469|ULHR204H__RNC_FRF_3|ULHR3469__S_LalazarClny|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3470|"
ULHR201H__RNC_FRF_1"|ULHR3470__P_JoharTownLahore|3|Huawei|Lahore|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3471|ULHR204H__RNC_FRF_3|ULHR3471__IslamBlockLahor|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3474|"
ULHR201H__RNC_FRF_1"|ULHR3474__S_CivicCenterTownship|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3476|"
ULHR201H__RNC_FRF_1"|ULHR3476__PecoMore|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|17|Central-I
LHR3477|"
ULHR201H__RNC_FRF_1"|ULHR3477__AkbarShaheed|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
LHR3478|"
ULHR201H__RNC_FRF_1"|ULHR3478__ABlkPeco|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|4|16|Central-I
