
alcomc5m,# BSC_NUM, BTS_INDEX, BTS_NAME, BTS_HW_GENERATION
alcomc5m,5,20,PIS6726__P_Huramzai_DCS_OLD,
alcomc5m,5,21,PIS6724__S_Malazai_OLD,
alcomc5m,5,22,PIS6550__S_Chaman_Flor_Mills_OLD,
alcomc5m,5,23,PIS6550__S_Chmn_Flor_Mills_D_OLD,
alcomc5m,5,24,PIS5442__S_Pishin_City_1_OLD,
alcomc5m,5,25,PIS5442__S_Pishin_City_2_OLD,
alcomc5m,5,27,HGW6873__P_Torah_Shah_OLD,
alcomc5m,5,28,HGW6680__P_JunglePir_AliZaiD_OLD,
alcomc5m,5,29,PIS6101__P_KhanShaheed_Mhllh_OLD,
alcomc5m,5,3,LRI5891__P_KakriMasjid_OLD,
alcomc5m,5,30,CMN5092__P_ChamanRly_Statn2_OLD,
alcomc5m,5,31,CMN5092__P_ChamanRly_Station_OLD,
alcomc5m,5,32,CMN6078__S_Chaman_2,
alcomc5m,5,33,CMN6078__S_Chaman_2_DCS,
alcomc5m,5,34,CMN6291__S_Guldar_Baghicha_ML,
alcomc5m,5,35,CMN6291__S_Guldar_Baghicha_D_ML,
alcomc5m,5,36,CMN6292__S_Tablegi_Markaz_OLD,
alcomc5m,5,38,HGW6118__S_GarangKarez_OLD,
alcomc5m,5,39,HGW6119__S_Talib_Hotel_OLD,
alcomc5m,5,4,LRI5892__S_Dhobighat_Loralai_OLD,
alcomc5m,5,40,HGW6531__P_Killi_AbdRehmnZai_OLD,
alcomc5m,5,41,HGW6531__P_Killi_AbdRehmZaiD_OLD,
alcomc5m,5,42,HGW6680__P_JunglePir_AliZai_OLD,
alcomc5m,5,43,SWI3006__S_GirlsHighSchool_OLD,
alcomc5m,5,44,HGW6820__P_KilliAhmed_Khan,
alcomc5m,5,45,QBD6730__S_Levies_HQ_OLD,
alcomc5m,5,46,HGW6823__P_Killi_Segi_OLD,
alcomc5m,5,47,QBD6729__S_Syed_Barat_OLD,
alcomc5m,5,48,HNI3004__S_Jalabad_Harnai,
alcomc5m,5,49,DKK3005__S_GhareebabadD_OLD,
alcomc5m,5,5,MBH5708__P_Muslim_Bagh_DTE_OLD,
alcomc5m,5,50,PIS7045__S_KilliThratPishin_OLD,
alcomc5m,5,51,PIS6101__P_KhnShahed_Mhllh_2_OLD,
alcomc5m,5,52,HGW7430__P_MezaiAdda,
alcomc5m,5,53,HGW6873__P_Torah_Shah_DCS_OLD,
alcomc5m,5,54,CMN7011__P_NearTauheediMasjid,
alcomc5m,5,55,CMN9957__U_SanatanBzr_Chaman_OLD,
alcomc5m,5,56,ZRT0055__S_Ziarat_TP_OLD,
alcomc5m,5,57,PIS0812__S_LowaiAlizaiPishin_OLD,
alcomc5m,5,6,QSA6243__S_Mossa_Zai_High_OLD,
alcomc5m,5,7,QSA6244__S_Opp_Grid_Station_OLD,
alcomc5m,5,8,ZOB5440__S_Zhobe_City_OLD,
alcomc5m,5,9,ZOB5441__S_Zhobe_Highway_OLD,
alcomc5m,51,1,SEH5084__S_SehwanRlyStationA_OLD,
alcomc5m,51,10,SEH6981__S_ShehbazCly_OLD,
alcomc5m,51,15,KHI5358__S_Ghousia_Chowk_Oran_ML,
alcomc5m,51,16,KHI5639__S_Sector_11E_Orangi_SS,
alcomc5m,51,2,SEH5084__S_SehwanRlyStationB_OLD,
alcomc5m,51,3,SEH5084__S_SehwanRlyStationC_OLD,
alcomc5m,51,4,SEH5899__P_QalanderShrineSeh_OLD,
alcomc5m,51,5,SEH5899__P_QalanderShrSehwnC_OLD,
alcomc5m,51,6,SEH6283__P_DaduChowk_1_OLD,
alcomc5m,51,62,KHI9354__T_HaquePrideMicro_ML,
alcomc5m,51,69,KHI5591__S_PlotC69_Sctr11B_SS,
alcomc5m,51,70,KHI5592__S_Saleem_11J_North_SS,
alcomc5m,51,8,SEH8300__S_GovernmentSchool__OLD,
alcomc5m,51,9,SEH5899__P_QalaShrineSehwanB_OLD,
alcomc5m,9,1,GKH6470__S_GhariKhairo_ML,
alcomc5m,9,10,KAK5905__S_KambarAliKhanRly,
alcomc5m,9,11,GKH6197__S_WaterTankGhariKhairo2,
alcomc5m,9,12,KAK5821__H_KambarAliKhanHGW,
alcomc5m,9,13,KAK5821__H_KambarAliKhanHGW_DCS,
alcomc5m,9,14,KAK5822__S_Chandio_Mohallah,
alcomc5m,9,15,BCN7145__S_BeroChandio_New,
alcomc5m,9,16,LAL6527__S_Goth_Qaim_Khan_OLD,
alcomc5m,9,17,DGM6100__S_GothNusratKhanBarohi,
alcomc5m,9,18,GND3001__S_BhuralShahAutaak,
alcomc5m,9,19,BAM6104__P_Gingh_Sharif,
alcomc5m,9,2,KRD5699__S_M_Amin_Mengal,
alcomc5m,9,20,MOK6357__P_HakimAliRiceMill,
alcomc5m,9,21,MOK6359__S_VillageShahpurMiroK,
alcomc5m,9,22,WAG6644__S_DostMuhammadMatilo,
alcomc5m,9,23,BAG6608__S_Goth_HaibatKhanMagsi,
alcomc5m,9,24,SDD5726__S_ShahdadKot_City_DCS,
alcomc5m,9,25,BAM6104__P_Gingh_Sharif_DCS,
alcomc5m,9,26,BCN7067__S_BeroChandio_WP,
alcomc5m,9,27,KRD5699__S_M_Amin_Mengal_D,
alcomc5m,9,28,GRL7086__S_Garelo_OLD,
alcomc5m,9,29,WGN7073__S_Wagan_OLD,
alcomc5m,9,3,GKH6197__S_WaterTankGhariKhairo,
alcomc5m,9,30,MOK6357__P_HakimAliRiceMill_DCS,
alcomc5m,9,31,MOK6359__S_VillageShahpurMiroK_A,
alcomc5m,9,32,BAG6908__S_QubaSaeedKhan_New,
alcomc5m,9,33,WAG7144__S_Rasheed_Wagan_NEW,
alcomc5m,9,34,KAK5811__S_BerSharif_New,
alcomc5m,9,35,HGW6962__S_Miro_Khan_NEW,
alcomc5m,9,4,WAG6645__S_VillageChadoKhan_OLD,
alcomc5m,9,5,GKH6198__S_Junejo_Rice_Mills,
alcomc5m,9,6,GKH6198__S_Junejo_Rice_Mills_DCS,
alcomc5m,9,7,HGW6781__S_Goth_YasinabadJamali,
alcomc5m,9,8,SDD5726__S_ShahdadKot_City,
alcomc5m,9,9,SDD5686__S_ShahdadKot_Railway,
